Shape,Carat,Color,Clarity,Cut,Depth,Table,Polish,Symmetry,Measurement,Lab Certification,Price
Round,2.01,H,SI2,Excellent,62.1,57,Excellent,Excellent,7.99X8.01X4.97,AGS,US$20,180
Round,2.01,H,SI2,Excellent,62.4,57,Excellent,Excellent,8.04X8.08X5.03,IGI,US$19,296
Round,2.01,H,SI1,Excellent,62.8,57,Excellent,Excellent,7.99X8.03X5.03,GIA,US$26,854
Round,1.20,H,SI2,Excellent,62.6,57,Excellent,Excellent,6.76X6.79X4.24,GIA,US$8,736
Round,1.20,G,SI2,Excellent,62.7,57,Excellent,Excellent,6.78X6.8X4.26,GIA,US$8,976
Round,1.20,H,VS2,Excellent,62.8,57,Excellent,Excellent,6.73X6.78X4.24,GIA,US$11,952
Round,0.36,K,SI2,Very good,63.2,61,Excellent,Excellent,4.47X4.49X2.83,GIA,US$619
Round,0.85,H,I2,Good,65.7,54,Very Good,Very Good,5.87X5.9X3.87,GIA,US$2,074
Round,0.41,M,VVS2,Very good,60.5,61,Very Good,Excellent,4.78X4.76X2.89,GIA,US$640
Round,1.71,I,SI2,Excellent,62.7,58,Excellent,Excellent,7.59X7.63X4.77,GIA,US$13,338
Round,1.71,F,VS2,Excellent,61.7,60,Excellent,Excellent,7.65X7.68X4.73,GIA,US$24,214
Round,5.63,I,SI1,Excellent,60.9,58,Excellent,Excellent,11.41X11.43X6.95,GIA,US$112,530
Round,1.71,H,SI1,Very good,59.9,62,Excellent,Very Good,7.69X7.74X4.62,GIA,US$18,605
Round,5.74,I,VS2,Excellent,62.4,57,Excellent,Excellent,11.37X11.43X7.12,GIA,US$138,047
Round,1.11,G,SI1,Very good,63.4,54,Very Good,Very Good,6.54X6.57X4.16,GIA,US$9,724
Round,1.11,L,SI2,Very good,62.3,54.1,Good,Very Good,6.61X6.67X4.14,AGS,US$3,641
Round,1.11,G,I1,Very good,59.9,57.6,Very Good,Good,6.72X6.78X4.04,AGS,US$4,751
Round,1.11,G,SI1,Excellent,61.8,59,Excellent,Excellent,6.61X6.65X4.1,GIA,US$9,191
Round,0.55,I,SI2,Excellent,60.3,61,Excellent,Excellent,5.29X5.32X3.2,GIA,US$1,606
Round,0.55,I,SI1,Very good,61.5,62,Excellent,Excellent,5.2X5.22X3.21,GIA,US$1,716
Round,1.53,F,SI2,Excellent,62.6,56,Excellent,Excellent,7.35X7.36X4.6,GIA,US$14,688
Round,1.53,G,SI2,Very good,63.7,58,Excellent,Very Good,7.2X7.28X4.61,GIA,US$13,403
Round,1.53,H,SI2,Very good,61,59,Excellent,Very Good,7.38X7.45X4.52,GIA,US$13,219
Round,1.53,H,SI1,Excellent,62,60,Excellent,Excellent,7.34X7.39X4.57,GIA,US$15,973
Round,1.03,G,SI2,Very good,61.5,63,Very Good,Excellent,6.42X6.45X3.95,GIA,US$7,210
Round,1.02,H,VS2,Excellent,62.7,55,Excellent,Excellent,6.39X6.43X4.02,GIA,US$9,180
Round,1.02,G,SI2,Excellent,61.8,56,Excellent,Excellent,6.44X6.47X3.99,GIA,US$7,344
Round,1.02,F,SI2,Excellent,62.5,56,Very Good,Very Good,6.42X6.45X4.02,GIA,US$6,854
Round,2.01,F,SI2,Very good,60.1,62,Very Good,Very Good,8.06X8.12X4.86,EGL,US$17,929
Round,2.01,F,I1,,63.2,62,Very Good,Very Good,7.94X7.98X5.03,AGS,US$10,934
Round,2.22,N,VVS2,Excellent,62.3,58,Excellent,Excellent,8.36X8.33X5.20,GIA,US$16,336
Round,1.00,F,SI1,Excellent,60.7,61,Excellent,Very Good,6.37X6.45X3.89,GIA,US$9,120
Round,1.00,I,SI2,Excellent,60.7,61,Excellent,Very Good,6.44X6.49X3.92,GIA,US$6,200
Round,1.00,H,SI2,Very good,60.9,61,Very Good,Very Good,6.33X6.4X3.87,GIA,US$6,400
Round,0.70,N,VS2,Very good,62,59,Excellent,Excellent,5.65X5.68X3.51,GIA,US$1,764
Round,0.70,H,VS1,Very good,62.2,59,Excellent,Excellent,5.6X5.64X3.5,GIA,US$3,360
Round,0.70,J,SI1,Excellent,62.4,59,Excellent,Very Good,5.63X5.66X3.52,GIA,US$2,352
Round,0.70,G,VS2,Very good,62.6,59,Very Good,Very Good,5.58X5.63X3.51,GIA,US$3,612
Round,1.00,F,SI2,Very good,62,57,Excellent,Very Good,6.35X6.37X3.94,GIA,US$5,880
Round,1.00,D,VS2,Very good,62.3,57,Very Good,Good,6.32X6.39X3.96,GIA,US$10,880
Round,1.00,G,VS2,Excellent,62.3,57,Excellent,Excellent,6.37X6.4X3.98,GIA,US$8,760
Round,2.32,F,SI1,Excellent,62.1,59,Excellent,Excellent,8.43X8.48X5.25,GIA,US$40,090
Round,0.57,H,VVS1,Very good,63.7,57,Excellent,Very Good,5.27X5.25X3.35,GIA,US$2,068
Round,3.05,J,SI1,Excellent,61.1,60,Excellent,Excellent,9.3X9.34X5.7,GIA,US$37,576
Round,1.76,P,VS1,Excellent,62.5,58,Excellent,Excellent,7.73X7.68X4.81,GIA,US$7,885
Round,1.00,T,VS2,Good,63,64,Excellent,Very Good,6.31X6.29X3.97,GIA,US$3,680
Round,0.62,M,VS2,Very good,62.6,59,Excellent,Excellent,5.4X5.41X3.39,GIA,US$1,215
Round,0.62,I,SI2,Very good,64.3,59.5,Very Good,Very Good,5.29X5.36X3.43,IGI,US$1,538
Round,1.03,E,I1,Good,64.4,56,Very Good,Very Good,6.27X6.26X4.04,GIA,US$5,562
Round,1.01,E,VVS1,Excellent,62.4,57,Excellent,Excellent,6.42X6.40X4.00,GIA,US$11,373
Round,1.01,R,VVS2,Excellent,61.6,58,Very Good,Very Good,6.50X6.42X3.98,GIA,US$3,555
Round,0.54,J,SI1,Excellent,63.1,57,Excellent,Excellent,5.17X5.2X3.27,GIA,US$1,598
Round,0.54,J,SI2,Excellent,60,58,Excellent,Excellent,5.29X5.3X3.18,GIA,US$1,447
Round,1.49,H,SI2,Very good,63.7,57,Very Good,Very Good,7.16X7.21X4.58,GIA,US$12,516
Round,0.70,D,SI2,Good,60.1,63,Very Good,Very Good,5.69X5.66X3.41,GIA,US$2,184
Round,0.70,E,SI1,Very good,61.1,60,Very Good,Good,5.67X5.73X3.48,GIA,US$3,164
Round,0.70,F,SI1,Very good,61.6,60,Excellent,Very Good,5.57X5.65X3.46,GIA,US$3,080
Round,0.70,L,SI2,Excellent,61.7,60,Excellent,Very Good,5.6X5.67X3.48,GIA,US$1,456
Round,1.00,J,VS1,Good,65.3,56,Excellent,Excellent,6.21X6.18X4.04,GIA,US$5,192
Round,1.00,G,VS1,Excellent,62.2,57,Excellent,Excellent,6.43X6.38X3.98,GIA,US$10,800
Round,0.50,L,VS2,Very good,59.5,61,Excellent,Very Good,5.16X5.14X3.07,GIA,US$907
Round,1.00,R,VVS2,Excellent,61.8,59,Excellent,Excellent,6.43X6.40X3.96,GIA,US$4,000
Round,1.00,I,VS1,Very good,63.5,59,Very Good,Excellent,6.27X6.23X3.97,GIA,US$5,984
Round,1.00,M,SI2,Good,64,59,Excellent,Excellent,6.28X6.22X4.00,GIA,US$3,024
Round,1.00,N,I2,Good,63.7,61,Excellent,Very Good,6.21X6.16X3.94,GIA,US$2,432
Round,1.00,G,VS1,Good,64.2,62,Excellent,Good,6.22X6.17X3.98,GIA,US$7,920
Round,1.72,J,VVS2,Excellent,60.6,59,Excellent,Excellent,7.75X7.72X4.69,GIA,US$15,653
Round,0.98,I,SI1,Very good,63.1,57,Very Good,Very Good,6.26X6.29X3.96,GIA,US$5,802
Round,5.02,J,SI2,Very good,63.5,64,Excellent,Very Good,10.71X10.79X6.83,EGL,US$48,493
Round,1.56,H,SI1,Very good,61.7,59,Very Good,Excellent,7.36X7.4X4.55,GIA,US$16,286
Round,0.57,G,I1,Excellent,62.2,55,Excellent,Excellent,5.29X5.32X3.3,GIA,US$1,550
Round,0.57,F,SI1,Excellent,62.7,55,Excellent,Excellent,5.3X5.32X3.33,GIA,US$2,189
Round,0.71,E,SI2,,59.1,,,,5.68X5.7X3.36,None,US$2,386
Round,0.71,E,SI2,,61.6,,,,5.63X5.66X3.48,None,US$2,386
Round,0.71,G,SI2,,63.3,,,,5.55X5.57X3.52,None,US$2,130
Round,0.71,H,SI2,,66.4,,,,5.5X5.52X3.66,None,US$2,045
Round,0.90,M,VS2,,62.9,,,,6.09X6.12X3.84,None,US$2,520
Round,0.90,F,VS1,Very good,63.3,53,Excellent,Very Good,6.09X6.12X3.86,GIA,US$6,948
Round,0.90,D,SI2,Very good,63.7,53,Excellent,Very Good,5.99X6.08X3.84,GIA,US$5,256
Round,1.00,I,I1,Very good,60.4,60,Very Good,Good,6.38X6.46X3.88,GIA,US$3,760
Round,1.00,G,SI2,Excellent,60.7,60,Excellent,Excellent,6.43X6.48X3.92,GIA,US$6,720
Round,1.70,H,I1,,67.7,,,,7.15X7.27X4.88,None,US$7,616
Round,0.82,I,SI1,Excellent,62.4,56,Excellent,Excellent,5.98X6.01X3.74,GIA,US$3,739
Round,0.90,E,SI1,Very good,62.8,57,Very Good,Very Good,6.07X6.12X3.83,GIA,US$5,976
Round,0.50,K,SI1,Excellent,62.2,59,Excellent,Very Good,5.05X5.09X3.16,GIA,US$1,200
Round,0.50,D,SI2,Excellent,62.3,59,Excellent,Excellent,5.04X5.07X3.15,GIA,US$1,680
Round,0.50,K,I2,Very good,63,59,Excellent,Excellent,5.03X5.06X3.18,GIA,US$760
Round,0.50,H,I1,Good,63.6,59,Very Good,Very Good,4.93X4.97X3.15,GIA,US$1,220
Round,0.30,M,SI1,Very good,60.2,58,Very Good,Excellent,4.34X4.36X2.62,GIA,US$444
Round,0.30,K,SI1,Very good,63,58,Very Good,Good,4.22X4.25X2.67,IGI,US$384
Round,0.30,M,VVS2,Very good,63.3,58,Very Good,Excellent,4.24X4.25X2.69,GIA,US$480
Round,0.35,D,SI1,Excellent,60.1,59,Excellent,Excellent,4.59X4.61X2.76,GIA,US$924
Round,0.35,K,VS1,Excellent,60.8,59.5,Very Good,Very Good,4.54X4.57X2.77,IGI,US$630
Round,0.31,F,VS2,Excellent,59.5,59,Excellent,Excellent,4.41X4.44X2.63,GIA,US$843
Round,0.31,N,SI1,Excellent,60.3,61,Excellent,Very Good,4.36X4.37X2.63,GIA,US$409
Round,0.32,F,SI1,Excellent,62.2,57,Excellent,Excellent,4.39X4.41X2.74,GIA,US$768
Round,4.66,I,VS2,Excellent,62.3,58,Excellent,Excellent,10.6X10.66X6.62,GIA,US$81,177
Round,1.73,G,VS2,Excellent,62.8,58,Excellent,Excellent,7.59X7.63X4.78,GIA,US$22,144
Round,1.73,I,I1,Very good,64.7,58,Excellent,Very Good,7.44X7.54X4.84,GIA,US$7,543
Round,0.52,M,VS1,Excellent,62.4,56,Excellent,Excellent,5.17X5.18X3.23,GIA,US$1,123
Round,0.52,G,SI1,Excellent,61.9,57,Excellent,Excellent,5.14X5.18X3.19,GIA,US$2,018
Round,3.26,I,VS1,Excellent,62.5,57,Excellent,Excellent,9.48X9.44X5.91,GIA,US$56,708
Round,1.22,I,VS2,Excellent,62.6,58,Excellent,Excellent,6.81X6.83X4.27,GIA,US$10,297
Round,2.26,G,SI1,Excellent,62.3,58,Excellent,Excellent,8.36X8.39X5.22,GIA,US$33,900
Round,1.21,G,VS2,Excellent,62.5,57,Excellent,Excellent,6.79X6.82X4.25,GIA,US$12,874
Round,1.21,F,SI2,,64.1,57,Excellent,Very Good,6.61X6.69X4.26,EGL,US$7,357
Round,1.21,J,SI1,Very good,64.1,57,Excellent,Excellent,6.62X6.65X4.26,GIA,US$7,308
Round,1.30,I,SI2,Ideal,62.4,56.3,Excellent,Excellent,6.93X6.95X4.33,AGS,US$8,476
Round,1.30,H,SI2,Excellent,62.2,57,Excellent,Excellent,6.95X6.98X4.34,GIA,US$9,152
Round,1.30,G,VS2,Excellent,62.8,57,Excellent,Excellent,6.92X6.97X4.36,GIA,US$13,988
Round,1.14,E,I1,,62.2,56,Very Good,Very Good,6.68X6.71X4.16,EGL,US$3,283
Round,1.14,I,I2,Very good,63.9,56,Very Good,Very Good,6.52X6.58X4.19,GIA,US$3,010
Round,1.14,K,SI2,Excellent,61.5,57,Excellent,Excellent,6.68X6.72X4.12,GIA,US$5,335
Round,1.14,F,SI1,Excellent,62.9,57,Excellent,Excellent,6.62X6.65X4.17,GIA,US$10,670
Round,1.14,G,I1,,64.5,60,Very Good,Good,6.46X6.51X4.18,EGL,US$2,782
Round,4.01,K,VS2,Excellent,62.5,58,Excellent,Excellent,10.06X10.12X6.31,GIA,US$52,266
Round,4.01,J,VS1,Excellent,60.7,59,Excellent,Excellent,10.30X10.23X6.23,GIA,US$63,859
Round,2.50,I,VS2,Very good,62.6,58,Very Good,Very Good,8.54X8.59X5.37,GIA,US$33,000
Round,1.40,H,VS2,Excellent,63.3,55,Excellent,Excellent,7.05X7.11X4.48,GIA,US$14,448
Round,1.40,I,SI2,Excellent,62.2,56,Excellent,Excellent,7.14X7.16X4.44,GIA,US$10,080
Round,3.72,G,SI2,Very good,63.2,55,Very Good,Very Good,9.83X9.95X6.25,GIA,US$45,179
Round,1.31,G,I1,,62.9,55.8,Good,Very Good,6.81X6.84X4.29,AGS,US$4,821
Round,3.31,J,VS1,Excellent,62.8,56,Excellent,Excellent,9.42X9.48X5.94,GIA,US$47,876
Round,1.00,J,VS2,Excellent,62.7,56,Excellent,Excellent,6.40X6.36X4.00,GIA,US$6,656
Round,1.00,M,VS1,Excellent,62.8,56,Very Good,Very Good,6.37X6.29X3.98,GIA,US$4,378
Round,1.01,K,VS2,Excellent,59.3,60,Excellent,Excellent,6.56X6.54X3.89,GIA,US$5,452
Round,1.01,J,VS1,Excellent,60.2,60,Excellent,Excellent,6.51X6.49X3.91,GIA,US$6,860
Round,1.01,E,SI2,Excellent,61,60,Very Good,Excellent,6.39X6.43X3.91,GIA,US$7,571
Round,1.01,E,VS1,Excellent,61.7,60,Excellent,Excellent,6.43X6.44X3.97,GIA,US$10,989
Round,1.50,G,SI1,Very good,62.4,55,Excellent,Excellent,7.30X7.27X4.55,GIA,US$13,680
Round,0.71,D,I2,Excellent,61.7,55,Very Good,Excellent,5.72X5.74X3.53,GIA,US$1,704
Round,1.66,H,SI2,Excellent,62.5,59,Excellent,Excellent,7.51X7.57X4.72,GIA,US$14,342
Round,1.81,D,SI1,Excellent,62.6,57,Excellent,Excellent,7.72X7.76X4.84,GIA,US$24,544
Round,7.38,K,SI2,,63.6,61.7,Excellent,Very Good,12.19X12.22X7.77,AGS,US$85,626
Round,0.70,E,SI2,Excellent,63.5,57,Excellent,Very Good,5.59X5.67X3.57,GIA,US$2,744
Round,0.70,G,VS1,Very good,63.8,57,Very Good,Very Good,5.53X5.6X3.55,GIA,US$3,724
Round,0.70,G,VS2,Very good,63.9,57,Very Good,Excellent,5.53X5.58X3.55,GIA,US$3,444
Round,0.70,G,SI2,Very good,64,57,Very Good,Very Good,5.52X5.55X3.54,EGL,US$2,212
Round,0.70,F,VS2,Very good,64.1,57,Excellent,Very Good,5.49X5.57X3.55,GIA,US$3,528
Round,0.60,D,SI2,Excellent,62,58,Excellent,Excellent,5.37X5.4X3.34,GIA,US$2,088
Round,0.60,E,SI2,Excellent,62.2,58,Excellent,Excellent,5.37X5.4X3.35,GIA,US$2,088
Round,0.60,I,SI2,Excellent,62.3,58,Excellent,Excellent,5.38X5.4X3.36,GIA,US$1,824
Round,0.42,J,VVS1,Very good,58.5,61,Very Good,Excellent,4.93X4.91X2.88,GIA,US$889
Round,0.42,I,VS1,Very good,62.5,61,Very Good,Very Good,4.76X4.74X2.97,GIA,US$931
Round,1.36,H,I1,Very good,63.7,58,Excellent,Very Good,6.88X6.97X4.41,GIA,US$7,997
Round,0.68,K,I2,,61.7,,,,5.57X5.61X3.45,None,US$925
Round,0.68,F,SI1,Very good,62.3,57,Very Good,Excellent,5.6X5.63X3.5,GIA,US$2,910
Round,0.90,I,VVS2,Good,64.4,55,Very Good,Very Good,6.02X6.00X3.87,GIA,US$4,104
Round,0.90,R,I1,Good,59.1,63,Excellent,Excellent,6.22X6.21X3.68,GIA,US$1,728
Round,1.01,E,SI2,Very good,62.4,55.5,Very Good,Very Good,6.32X6.38X3.96,IGI,US$5,616
Round,1.01,N,I2,Good,59.6,56,Very Good,Very Good,6.43X6.5X3.85,GIA,US$2,424
Round,1.01,D,SI2,Excellent,62,56,Excellent,Very Good,6.43X6.45X3.99,GIA,US$7,232
Round,1.01,G,SI2,Excellent,62.5,56,Excellent,Excellent,6.43X6.44X4.02,GIA,US$6,868
Round,0.99,E,VS2,Excellent,62.3,53,Excellent,Excellent,6.38X6.4X3.98,GIA,US$9,464
Round,0.99,K,SI2,Very good,62.8,57,Very Good,Very Good,6.27X6.31X3.95,GIA,US$3,920
Round,0.99,L,SI1,Excellent,62.5,58,Excellent,Very Good,6.37X6.41X3.99,GIA,US$4,000
Round,1.65,E,VS2,Excellent,62.5,55,Excellent,Excellent,7.54X7.50X4.70,GIA,US$24,196
Round,0.58,D,VS2,Very good,62.9,57,Excellent,Very Good,5.29X5.30X3.33,GIA,US$2,392
Round,0.80,I,VS2,Excellent,61.6,59,Excellent,Excellent,5.91X5.94X3.65,GIA,US$3,968
Round,0.80,F,SI2,Very good,59.6,60,Very Good,Very Good,5.96X6.01X3.57,IGI,US$3,008
Round,0.80,G,SI2,Excellent,62.3,60,Excellent,Excellent,5.89X5.93X3.68,GIA,US$3,456
Round,0.80,F,SI2,Very good,60.8,60.5,Excellent,Very Good,5.89X5.96X3.6,IGI,US$3,040
Round,0.80,F,SI1,Excellent,60.4,61,Excellent,Excellent,5.98X6X3.62,GIA,US$4,576
Round,2.03,F,SI2,Ideal,62.2,58,Excellent,Excellent,8X8.05X4.99,EGL,US$19,813
Round,2.03,J,VS2,Excellent,61.7,60,Excellent,Excellent,8.1X8.14X5.01,GIA,US$19,488
Round,2.05,O,SI2,,61.6,,Good,Good,7.98X8.03X4.95,None,US$7,626
Round,2.05,F,SI1,Excellent,59.2,59,Excellent,Excellent,8.26X8.31X4.9,GIA,US$33,210
Round,1.00,I,SI1,Very good,63,58,Very Good,Very Good,6.3X6.34X3.98,GIA,US$6,960
Round,1.00,I,SI2,Very good,63.2,58,Excellent,Very Good,6.32X6.34X4,GIA,US$5,680
Round,1.00,G,SI2,Excellent,63.4,58,Excellent,Excellent,6.32X6.35X4.02,GIA,US$7,000
Round,1.00,F,SI1,Very good,63.6,58,Very Good,Very Good,6.26X6.31X3.99,GIA,US$8,600
Round,1.00,H,VS2,Very good,63.8,58,Excellent,Very Good,6.21X6.3X3.99,GIA,US$8,160
Round,0.60,G,SI1,Good,63.5,57,Very Good,Very Good,5.29X5.33X3.37,GIA,US$2,424
Round,0.60,E,I2,Good,64.7,57,Excellent,Very Good,5.25X5.29X3.41,GIA,US$1,392
Round,0.60,F,SI1,Excellent,60.1,58,Excellent,Excellent,5.46X5.48X3.29,GIA,US$2,424
Round,0.80,F,SI1,Very good,64.4,57,Very Good,Excellent,5.76X5.8X3.73,GIA,US$4,224
Round,0.80,F,SI2,Very good,64.4,57,Very Good,Very Good,5.76X5.83X3.73,IGI,US$3,040
Round,0.80,G,SI1,Excellent,62.1,58,Excellent,Excellent,5.89X5.92X3.66,GIA,US$4,416
Round,1.21,F,VS2,Excellent,62,57,Excellent,Excellent,6.79X6.83X4.22,GIA,US$14,133
Round,1.21,E,VS2,Excellent,62.2,57,Excellent,Excellent,6.76X6.8X4.22,GIA,US$13,746
Round,2.01,I,I1,Good,63.9,58,Very Good,Good,7.81X7.97X5.06,IGI,US$10,532
Round,2.01,F,VS2,Excellent,62.5,58.5,Excellent,Excellent,7.98X8.04X5.01,IGI,US$31,838
Round,2.01,I,SI2,Ideal,61.5,59,Very Good,Very Good,8.09X8.12X4.96,EGL,US$12,301
Round,2.01,H,SI1,Excellent,62.1,59,Excellent,Excellent,8.05X8.08X5.01,GIA,US$26,532
Round,2.01,D,SI1,Excellent,59.2,60,Excellent,Excellent,8.2X8.24X4.87,GIA,US$32,803
Round,1.00,G,VS2,Excellent,63,57,Excellent,Excellent,6.35X6.4X4.01,GIA,US$9,160
Round,1.00,E,SI1,Excellent,63.1,57,Excellent,Very Good,6.33X6.38X4.01,GIA,US$9,440
Round,0.90,I,VS1,,64,58,Excellent,Very Good,5.98X6.02X3.84,EGL,US$4,284
Round,0.90,I,I1,Good,64.6,58,Excellent,Good,5.94X6.03X3.87,GIA,US$3,528
Round,1.03,K,SI1,Excellent,62.7,56,Excellent,Excellent,6.46X6.44X4.05,GIA,US$5,173
Round,1.03,D,VS2,Excellent,60.1,58,Excellent,Excellent,6.57X6.58X3.96,GIA,US$11,388
Round,0.59,G,SI1,Excellent,62.2,60,Excellent,Excellent,5.36X5.38X3.34,GIA,US$2,289
Round,0.59,I,SI1,Good,64.1,60,Very Good,Very Good,5.25X5.28X3.38,GIA,US$1,959
Round,0.59,F,VS2,Very good,61.2,62,Excellent,Very Good,5.35X5.38X3.28,GIA,US$2,549
Round,2.51,L,I1,Very good,64.8,57,Very Good,Very Good,8.41X8.52X5.48,GIA,US$12,851
Round,2.51,H,SI2,Ideal,61.5,59.5,Excellent,Excellent,8.72X8.75X5.37,AGS,US$28,614
Round,0.70,F,I1,Very good,58.1,60,Excellent,Very Good,5.83X5.86X3.39,GIA,US$2,464
Round,1.51,G,VS2,Excellent,63.1,55,Excellent,Excellent,7.44X7.39X4.68,GIA,US$18,519
Round,0.70,F,SI2,Excellent,59.4,60,Excellent,Very Good,5.76X5.79X3.43,GIA,US$2,940
Round,0.70,I,SI2,Very good,60,60,Excellent,Excellent,5.71X5.73X3.43,GIA,US$2,380
Round,0.61,H,I1,Good,63.1,61,Very Good,Very Good,5.38X5.41X3.4,GIA,US$1,415
Round,0.61,E,SI1,Very good,60.3,62,Very Good,Very Good,5.48X5.52X3.32,GIA,US$2,586
Round,0.61,E,I1,Very good,59.9,64,Very Good,Very Good,5.48X5.51X3.29,GIA,US$1,757
Round,0.97,J,SI2,Excellent,60.9,57,Excellent,Very Good,6.34X6.42X3.89,GIA,US$4,540
Round,0.52,H,SI2,Very good,63.5,60,Very Good,Very Good,5.04X5.06X3.21,GIA,US$1,518
Round,0.52,G,SI2,Very good,63.3,62,Excellent,Very Good,5.05X5.09X3.21,EGL,US$1,290
Round,0.66,F,SI2,Very good,61.7,59,Very Good,Very Good,5.54X5.57X3.43,GIA,US$2,376
Round,0.66,K,I1,Good,63.5,59,Excellent,Very Good,5.42X5.47X3.46,GIA,US$1,214
Round,2.04,N,VS2,Excellent,62.3,58,Excellent,Excellent,8.06X8.09X5.03,GIA,US$11,832
Round,2.04,D,SI2,Very good,60.2,63,Very Good,Very Good,8.18X8.21X4.93,EGL,US$18,034
Round,0.71,F,I1,Very good,63.2,56,Excellent,Very Good,5.63X5.69X3.58,GIA,US$2,726
Round,0.71,J,VS1,Very good,63.5,56,Excellent,Very Good,5.63X5.65X3.58,GIA,US$2,584
Round,0.71,J,SI1,Very good,64.5,56,Excellent,Very Good,5.54X5.57X3.58,GIA,US$2,414
Round,0.71,G,VS1,Excellent,62.4,57,Excellent,Excellent,5.65X5.68X3.54,GIA,US$4,175
Round,1.52,H,SI1,Very good,62,61,Excellent,Excellent,7.25X7.3X4.51,GIA,US$15,686
Round,0.51,J,SI2,Excellent,59.7,61,Excellent,Excellent,5.2X5.22X3.11,GIA,US$1,285
Round,1.00,H,SI2,Excellent,59.8,61,Excellent,Very Good,6.47X6.49X3.88,GIA,US$6,480
Round,1.00,F,SI2,Excellent,60,61,Excellent,Excellent,6.45X6.48X3.88,GIA,US$7,360
Round,1.00,E,SI2,Excellent,60.1,61,Excellent,Excellent,6.45X6.48X3.89,GIA,US$8,040
Round,0.56,D,VS2,Excellent,62,55,Excellent,Very Good,5.30X5.33X3.30,GIA,US$2,387
Round,1.09,D,I1,,61.2,63,Good,Good,6.57X6.61X4.03,EGL,US$2,354
Round,0.50,H,SI1,Excellent,62.7,57,Excellent,Excellent,5.01X5.05X3.15,GIA,US$1,820
Round,0.50,I,SI2,Excellent,62.7,57,Excellent,Excellent,5.03X5.06X3.17,GIA,US$1,360
Round,1.52,P,VVS2,Very good,64.1,58,Excellent,Excellent,7.23X7.19X4.62,GIA,US$6,688
Round,1.21,T,VS1,Excellent,61.6,60,Excellent,Excellent,6.86X6.83X4.22,GIA,US$4,646
Round,0.50,I,SI1,Excellent,61.3,56,Excellent,Very Good,5.12X5.15X3.15,GIA,US$1,580
Round,0.50,I,SI1,Excellent,61.5,56,Very Good,Excellent,5.09X5.12X3.14,GIA,US$1,600
Round,0.50,I,SI2,Excellent,62.4,56,Excellent,Very Good,5.02X5.07X3.15,GIA,US$1,380
Round,0.51,I,SI2,Excellent,61.3,56.5,Very Good,Very Good,5.16X5.19X3.17,IGI,US$1,244
Round,0.51,J,SI1,Very good,61.2,57,Very Good,Very Good,5.12X5.14X3.14,GIA,US$1,489
Round,0.51,J,SI1,Excellent,62,57,Excellent,Excellent,5.1X5.13X3.17,GIA,US$1,530
Round,1.55,F,I1,Excellent,60.9,58,Excellent,Excellent,7.44X7.5X4.55,GIA,US$10,540
Round,1.55,G,SI1,Excellent,62.6,59,Excellent,Excellent,7.31X7.36X4.59,GIA,US$15,810
Round,1.55,G,I2,,59.8,60,Very Good,Good,7.43X7.49X4.46,EGL,US$2,356
Round,1.55,H,SI1,Excellent,61,60,Excellent,Excellent,7.41X7.45X4.54,GIA,US$16,368
Round,0.51,K,VS2,Excellent,62.3,59,Excellent,Excellent,5.08X5.12X3.18,GIA,US$1,244
Round,0.51,N,VVS1,Very good,63.3,59,Very Good,Excellent,5.02X5.05X3.19,GIA,US$1,020
Round,0.70,K,VS2,Very good,64.4,56,Very Good,Very Good,5.5X5.58X3.57,GIA,US$2,044
Round,0.70,F,SI2,Very good,63.5,56.5,Very Good,Very Good,5.53X5.56X3.52,IGI,US$2,352
Round,0.83,M,SI3,,62.7,,,,5.92X5.94X3.72,None,US$1,693
Round,0.83,G,I2,Very good,64.1,56,Very Good,Very Good,5.89X5.94X3.79,GIA,US$2,025
Round,3.03,I,SI2,Very good,61.1,54,Very Good,Excellent,9.35X9.39X5.73,GIA,US$41,208
Round,0.55,H,SI2,Very good,65.2,55,Excellent,Very Good,5.05X5.1X3.31,IGI,US$1,320
Round,0.55,F,I1,Excellent,62.7,56,Excellent,Excellent,5.22X5.25X3.28,GIA,US$1,540
Round,0.55,J,SI2,Very good,62.7,56,Very Good,Excellent,5.2X5.23X3.27,GIA,US$1,452
Round,0.50,I,I2,,,,,,4.9X4.93X3.17,None,US$700
Round,0.40,E,SI1,Very good,64.2,55,Very Good,Very Good,4.65X4.60X2.97,GIA,US$810
Round,0.40,G,VS2,Excellent,61.6,56,Very Good,Excellent,4.76X4.74X2.93,GIA,US$1,152
Round,0.40,G,SI1,Excellent,62.5,56,Very Good,Excellent,4.72X4.70X2.95,GIA,US$954
Round,0.40,G,VS2,Excellent,62.7,56,Excellent,Excellent,4.69X4.70X2.95,GIA,US$1,600
Round,0.40,E,SI1,Very good,63.2,56,Very Good,Very Good,4.67X4.66X2.95,GIA,US$997
Round,0.37,E,SI1,Excellent,61.7,58,Excellent,Excellent,4.63X4.61X2.85,GIA,US$912
Round,0.41,E,SI2,Excellent,62.1,56,Excellent,Excellent,4.76X4.75X2.95,GIA,US$761
Round,0.41,G,SI1,Excellent,62.6,56,Excellent,Excellent,4.76X4.74X2.98,GIA,US$1,051
Round,0.41,I,VS2,Very good,64,56,Very Good,Very Good,4.67X4.65X2.98,GIA,US$895
Round,0.41,E,SI1,Excellent,61.6,57,Excellent,Excellent,4.81X4.79X2.96,GIA,US$1,041
