Shape,Carat,Color,Clarity,Cut,Depth,Table,Polish,Symmetry,Measurement,Lab Certification,Price
Emerald,1.01,I,VVS2,,67.4,62,Very Good,Very Good,6.65X4.97X3.35,GIA,US$4,840
Emerald,1.01,G,VVS2,,66.8,63,Excellent,Very Good,6.87X4.91X3.28,GIA,US$6,012
Emerald,1.01,E,VS2,,67,63,Excellent,Very Good,6.79X4.84X3.24,GIA,US$6,214
Emerald,0.91,E,VS1,,66,65,Excellent,Very Good,6.61X4.75X3.14,GIA,US$4,648
Emerald,0.91,F,SI1,,66.1,66,Very Good,Very Good,6.43X4.93X3.26,GIA,US$3,639
Emerald,0.91,E,VS2,,66.2,67,Excellent,Excellent,6.66X4.78X3.16,GIA,US$4,237
Emerald,1.01,F,VVS2,,67.2,67,Excellent,Very Good,6.79X4.95X3.33,GIA,US$6,407
Emerald,1.01,D,VS2,,63.7,68,Excellent,Excellent,6.68X5.08X3.24,GIA,US$6,666
Emerald,1.51,G,VS2,,68.8,68,Excellent,Excellent,7.84X5.43X3.74,GIA,US$13,493
Emerald,1.20,F,VS1,,67.1,61,Excellent,Excellent,7.18X5.28X3.54,GIA,US$9,274
Emerald,1.20,I,VVS2,,67.4,62,Excellent,Very Good,7.11X5.20X3.50,GIA,US$6,624
Emerald,1.04,D,SI1,,63.3,63,Excellent,Very Good,6.80X5.04X3.19,GIA,US$5,766
Emerald,2.01,J,VS1,,68.6,62,Excellent,Very Good,8.21X6.11X4.19,GIA,US$14,858
Emerald,2.06,E,VS1,,65.7,65,Excellent,Excellent,8.39X6.18X4.06,GIA,US$34,773
Emerald,3.02,G,VS2,,69.5,68,Excellent,Very Good,9.68X6.95X4.83,GIA,US$52,533
Emerald,0.70,D,SI1,,67.1,64,Very Good,Good,5.81X4.3X2.89,GIA,US$2,856
Emerald,0.70,F,VS2,,69.1,65,Very Good,Good,5.68X4.33X2.99,GIA,US$3,052
Emerald,0.70,G,VS1,,70.4,69,Very Good,Very Good,5.85X4.29X3.02,GIA,US$2,996
Emerald,1.02,I,SI1,,68.3,61,Very Good,Very Good,7.11X4.71X3.22,GIA,US$4,994
Emerald,0.51,H,VS1,,64.5,59,Very Good,Very Good,5.56X3.81X2.46,GIA,US$1,183
Emerald,0.91,E,SI1,,70.6,69,Excellent,Good,6.52X4.68X3.31,GIA,US$4,013
Emerald,1.51,J,VS1,,66.7,63,Very Good,Very Good,7.62X5.62X3.75,GIA,US$9,422
Emerald,1.51,G,VS1,,67.3,67,Very Good,Very Good,7.69X5.67X3.82,GIA,US$15,402
Emerald,5.06,H,VS2,,58.9,70,Very Good,Very Good,14.20X8.08X4.76,GIA,US$111,892
Emerald,1.07,G,VS1,,68.8,63,Excellent,Very Good,6.78X4.86X3.35,GIA,US$6,762
Emerald,2.03,K,VVS2,,68.7,63,Very Good,Very Good,8.10X6.23X4.28,GIA,US$13,031
Emerald,0.95,G,VS2,,67.1,68,Good,Very Good,7.06X4.66X3.13,GIA,US$5,039
Emerald,1.22,F,VS2,,67.2,62,Excellent,Very Good,7.09X5.09X3.42,GIA,US$9,418
Emerald,1.21,F,SI1,,69,71,Very Good,Very Good,7.05X5.25X3.62,GIA,US$7,653
Emerald,2.01,I,VS2,,69.7,61,Very Good,Very Good,9.46X5.51X3.84,GIA,US$16,556
Emerald,1.56,J,VS2,,64.2,62,Very Good,Very Good,9.31X5.24X3.37,GIA,US$7,950
Emerald,1.71,J,VVS2,,63.8,58,Very Good,Very Good,7.27X6.39X4.08,GIA,US$10,326
Emerald,5.34,I,VS1,,68.7,64,Very Good,Excellent,10.33X9.27X6.37,GIA,US$103,783
Emerald,0.50,D,VVS2,,63.8,63,Excellent,Excellent,5.69X3.84X2.45,GIA,US$1,584
Emerald,0.50,G,VVS1,,63.3,64,Excellent,Very Good,5.65X3.76X2.38,GIA,US$1,440
Emerald,0.50,I,VS2,,65.5,65,Excellent,Very Good,5.43X3.83X2.51,GIA,US$1,092
Emerald,0.50,F,VS1,,69.8,65,Excellent,Very Good,5.35X3.64X1.47,GIA,US$1,392
Emerald,0.50,H,VVS2,,61.2,66,Excellent,Excellent,5.83X3.74X2.29,GIA,US$1,248
Emerald,0.50,G,VS2,,66.5,67,Very Good,Very Good,5.63X3.74X2.49,GIA,US$1,200
Emerald,0.50,H,VS2,,65.1,68,Excellent,Very Good,5.81X3.74X2.44,GIA,US$1,067
Emerald,0.50,D,VS1,,63.7,71,Very Good,Good,5.57X3.82X2.43,GIA,US$1,452
Emerald,0.51,D,IF,,62.3,65,Excellent,Excellent,5.76X3.83X2.38,GIA,US$2,199
Emerald,0.51,D,IF,,65.2,68,Excellent,Excellent,5.71X3.76X2.45,GIA,US$2,199
Emerald,0.60,K,VS1,,66.1,64,Excellent,Excellent,5.65X4.04X2.67,GIA,US$864
Emerald,0.60,I,VS1,,62.8,67,Very Good,Very Good,5.68X4.07X2.55,GIA,US$1,478
Emerald,0.70,D,VS1,,62.9,61,Excellent,Very Good,6.00X4.39X2.76,GIA,US$2,688
Emerald,0.70,H,VVS1,,63.7,64,Excellent,Excellent,6.17X4.18X2.66,GIA,US$2,598
Emerald,0.70,F,VS2,,61.8,67,Excellent,Very Good,6.16X4.27X2.64,GIA,US$2,822
Emerald,0.70,E,VS2,,59.3,69,Excellent,Very Good,6.58X4.24X2.52,GIA,US$2,710
Emerald,0.71,F,SI1,,63.3,61,Very Good,Very Good,6.17X4.15X2.63,GIA,US$2,522
Emerald,0.74,D,VVS1,,67.2,65,Excellent,Excellent,6.08X4.37X2.94,GIA,US$3,078
Emerald,0.64,E,VS1,,69.6,80,Very Good,Very Good,5.04X4.50X3.13,EGL,US$1,397
Emerald,0.76,G,VS1,,68.4,64,Excellent,Very Good,5.89X4.36X2.98,GIA,US$2,742
Emerald,0.75,E,VS1,,63.3,64,Excellent,Very Good,6.24X4.40X2.78,GIA,US$3,202
Emerald,0.80,D,VS1,,66.3,63,Excellent,Very Good,6.50X4.28X2.84,GIA,US$3,564
Emerald,0.80,E,VS2,,63.6,68,Excellent,Very Good,6.35X4.63X2.95,GIA,US$3,210
Emerald,0.78,G,VS2,,63.4,63,Excellent,Very Good,6.73X4.29X2.72,GIA,US$3,066
Emerald,0.91,G,SI1,,67.1,63,Very Good,Excellent,6.53X4.58X1.43,GIA,US$4,138
Emerald,0.90,F,SI1,,70.5,63,Excellent,Excellent,6.53X4.42X3.12,GIA,US$3,672
Emerald,0.90,G,VS1,,69.2,66,Very Good,Very Good,6.35X4.54X3.15,GIA,US$4,268
Emerald,0.92,E,SI1,,67.3,62,Excellent,Very Good,6.34X4.69X3.15,GIA,US$4,291
Emerald,0.97,D,VS1,,66.1,66,Very Good,Excellent,6.64X4.73X3.13,GIA,US$5,378
Emerald,1.00,E,SI1,,67.3,62,Very Good,Excellent,6.71X4.72X3.17,GIA,US$4,880
Emerald,1.00,G,VS2,,67.9,63,Excellent,Very Good,6.58X4.83X3.28,GIA,US$6,144
Emerald,1.00,F,VS2,,68.4,64,Very Good,Very Good,6.94X4.78X3.27,GIA,US$6,528
Emerald,1.00,I,VS2,,65.3,65,Excellent,Very Good,6.87X4.80X3.14,GIA,US$4,738
Emerald,1.00,E,VS2,,63.1,67,Excellent,Very Good,7.10X4.84X3.06,GIA,US$6,384
Emerald,0.54,D,IF,,64.5,60,Excellent,Very Good,5.52X3.91X2.52,GIA,US$2,328
Emerald,1.01,G,VS2,,68.3,59,Very Good,Very Good,6.17X4.81X3.29,GIA,US$5,481
Emerald,1.01,E,VS2,,59.9,61,Excellent,Excellent,7.42X4.79X2.87,GIA,US$7,127
Emerald,1.02,F,SI1,,67.2,63,Very Good,Very Good,6.91X4.72X3.17,GIA,US$5,007
Emerald,1.01,H,VS2,,67.5,62,Very Good,Excellent,7.01X4.85X3.27,GIA,US$5,061
Emerald,1.01,G,VS1,,63.2,63,Excellent,Very Good,6.87X4.84X3.06,GIA,US$6,186
Emerald,1.01,I,VS2,,66.5,63,Excellent,Very Good,7.13X4.77X3.17,GIA,US$4,937
Emerald,1.01,G,VS2,,61.2,64,Excellent,Very Good,7.31X4.84X2.96,GIA,US$6,205
Emerald,1.01,J,VS1,,63.3,64,Excellent,Very Good,6.99X4.81X3.04,GIA,US$4,307
Emerald,1.01,G,VS2,,67.1,64,Excellent,Very Good,6.79X4.78X3.20,GIA,US$6,205
Emerald,1.01,G,VS2,,72.5,65,Excellent,Very Good,6.99X4.50X3.27,GIA,US$5,171
Emerald,1.01,E,VS2,,65.9,72,Excellent,Very Good,7.12X4.91X3.23,GIA,US$6,335
Emerald,1.05,I,VS1,,63.3,65,Excellent,Excellent,7.10X4.76X3.02,GIA,US$5,351
Emerald,1.14,J,SI1,,68.4,63,Very Good,Very Good,7.17X4.87X3.33,GIA,US$4,252
Emerald,0.94,F,SI1,,62.5,64,Excellent,Very Good,6.58X4.90X3.07,GIA,US$4,219
Emerald,1.20,J,VS1,,68.1,63,Very Good,Excellent,7.33X4.93X3.36,GIA,US$5,510
Emerald,1.20,G,VS1,,69.9,64,Good,Very Good,7.00X4.98X3.48,GIA,US$7,857
Emerald,1.25,G,VVS2,,67.8,63,Excellent,Very Good,7.08X5.09X3.45,GIA,US$8,004
Emerald,1.25,H,VS2,,69.9,68,Excellent,Very Good,7.36X4.95X3.46,GIA,US$7,560
Emerald,1.30,I,VS1,,67.9,65,Excellent,Excellent,7.42X5.19X3.53,GIA,US$7,644
Emerald,1.30,F,VS1,,67.4,67,Excellent,Very Good,7.69X5.09X3.43,GIA,US$9,464
Emerald,1.50,I,VS2,,66.2,64,Excellent,Very Good,7.73X5.65X3.74,GIA,US$10,416
Emerald,1.50,F,VVS1,,63.5,65,Excellent,Very Good,8.07X5.42X3.44,GIA,US$14,246
Emerald,1.50,H,VVS1,,60.6,66,Excellent,Very Good,8.35X5.50X3.33,GIA,US$11,952
Emerald,1.50,J,VVS2,,59.4,68,Excellent,Very Good,9.02X5.34X3.17,GIA,US$8,568
Emerald,1.50,G,VVS2,,62.8,68,Excellent,Very Good,8.02X5.52X3.47,GIA,US$13,824
Emerald,1.50,I,VS2,,59.2,69,Excellent,Very Good,8.19X5.60X3.32,GIA,US$9,672
Emerald,1.34,J,VS2,,67.3,62,Excellent,Excellent,7.27X5.42X3.65,GIA,US$6,271
Emerald,1.51,J,VS1,,60.5,67,Excellent,Excellent,8.24X5.62X3.40,GIA,US$8,818
Emerald,1.04,H,VVS2,,60.3,63,Excellent,Very Good,7.36X4.87X2.94,GIA,US$5,501
Emerald,1.52,F,SI1,,66.7,64,Excellent,Excellent,7.90X5.46X3.64,GIA,US$12,257
Emerald,1.60,F,SI1,,67.5,61,Very Good,Very Good,7.90X5.58X3.77,GIA,US$12,902
Emerald,1.55,E,VS2,,66.3,62,Excellent,Very Good,7.97X5.53X3.67,GIA,US$15,312
Emerald,2.03,E,VS2,,66.4,64,Excellent,Excellent,8.92X5.94X3.94,GIA,US$25,010
Emerald,2.01,F,VS1,,67.1,62,Excellent,Excellent,8.66X6.06X4.06,GIA,US$24,763
Emerald,2.01,G,SI1,,68.4,63,Excellent,Very Good,8.49X5.83X1.46,GIA,US$20,261
Emerald,2.01,D,SI1,,67.5,65,Excellent,Very Good,8.79X6.05X4.08,GIA,US$24,924
Emerald,2.01,E,VVS2,,60.6,67,Excellent,Very Good,8.53X6.31X3.83,GIA,US$30,391
Emerald,2.01,J,VS1,,72.7,68,Excellent,Very Good,8.80X5.53X4.02,GIA,US$14,006
Emerald,3.01,K,VS2,,71.5,64,Excellent,Very Good,9.54X6.64X4.75,GIA,US$26,970
Emerald,3.02,J,VS2,,60.8,59,Excellent,Very Good,10.71X6.84X4.16,GIA,US$33,051
Emerald,3.02,J,VS2,,64.3,67,Excellent,Very Good,9.57X7.18X4.62,GIA,US$29,379
Emerald,4.01,K,VS2,,62.5,59,Excellent,Very Good,11.75X7.41X4.63,GIA,US$43,228
Emerald,3.03,G,VS1,,68.5,62,Excellent,Very Good,9.68X6.73X4.61,GIA,US$48,995
Emerald,2.43,E,VS1,,66.5,64,Excellent,Excellent,8.89X6.53X4.34,GIA,US$37,325
Emerald,2.52,G,VS2,,68.2,62,Excellent,Very Good,9.38X6.24X4.25,GIA,US$37,691
Emerald,3.07,J,VVS2,,68.1,61,Excellent,Excellent,9.71X6.80X4.63,GIA,US$38,903
Emerald,3.07,D,SI1,,67.7,63,Excellent,Very Good,9.74X6.80X4.60,GIA,US$44,871
Emerald,3.12,F,VS1,,67.6,63,Excellent,Excellent,9.47X7.03X1.35,GIA,US$51,368
Emerald,5.01,J,VS2,,64.9,68,Excellent,Excellent,12.11X8.15X5.29,GIA,US$70,861
Emerald,0.41,E,FL,,62.3,64,Excellent,Excellent,5.32X3.63X2.26,GIA,US$1,199
Emerald,0.58,I,VVS2,,67.8,68,Very Good,Very Good,5.85X4.03X2.73,GIA,US$1,216
Emerald,0.27,E,VS1,,61.5,63,Excellent,Very Good,4.33X3.33X2.05,GIA,US$507
Emerald,0.80,G,SI1,,69,63,Excellent,Excellent,6.04X4.60X3.18,GIA,US$2,911
Emerald,0.90,H,VS1,,62.6,64,Excellent,Excellent,6.85X4.81X3.01,GIA,US$4,059
Emerald,0.91,I,VVS2,,67.1,70,Excellent,Very Good,6.85X4.58X3.08,GIA,US$3,971
Emerald,0.92,H,VS2,,64,55,Excellent,Very Good,6.50X4.98X3.19,GIA,US$3,926
Emerald,0.95,I,VS1,,68.3,64,Excellent,Excellent,6.76X4.51X3.08,GIA,US$3,765
Emerald,0.89,H,VS2,,67.8,58,Excellent,Very Good,6.13X4.82X3.27,GIA,US$3,089
Emerald,1.01,F,SI2,,70.5,61,Excellent,Very Good,6.46X4.68X3.30,GIA,US$3,877
Emerald,1.01,J,VVS1,,65.4,64,Excellent,Very Good,6.47X4.79X3.13,GIA,US$3,489
Emerald,1.01,J,VS1,,68.8,64,Excellent,Very Good,6.60X4.84X3.33,GIA,US$3,444
Emerald,1.01,F,SI1,,70.5,64,Excellent,Very Good,6.32X4.86X3.43,GIA,US$4,480
Emerald,1.01,F,SI1,,66.5,66,Excellent,Excellent,7.16X4.82X3.20,GIA,US$6,100
Emerald,1.06,J,IF,,67.8,61,Excellent,Excellent,6.59X4.95X3.36,GIA,US$4,639
Emerald,1.05,F,VVS1,,63.7,66,Very Good,Good,6.99X5.07X3.23,GIA,US$7,424
Emerald,1.05,I,I1,,70.4,78,Very Good,Good,7.24X4.81X3.39,GIA,US$2,811
Emerald,1.01,G,VVS2,,82.1,72,Good,Good,6.42X4.72X3.88,GIA,US$4,682
Emerald,0.86,E,VS2,,64.6,53,Excellent,Excellent,6.62X4.59X2.97,GIA,US$3,510
Emerald,1.15,K,VS1,,64.9,66,Excellent,Very Good,7.15X5.05X3.28,GIA,US$3,338
Emerald,1.16,M,I1,,73.1,73,Very Good,Very Good,6.88X5.05X3.69,GIA,US$1,279
Emerald,1.23,G,SI1,,69.4,62,Excellent,Good,6.91X5.19X3.61,GIA,US$5,270
Emerald,1.21,F,VVS1,,60.5,66,Excellent,Excellent,7.72X5.09X3.08,GIA,US$11,024
Emerald,1.22,I,VS2,,72,70,Very Good,Good,7.12X5.10X3.67,GIA,US$5,503
Emerald,1.33,E,IF,,67.5,60,Excellent,Excellent,7.23X5.34X3.61,GIA,US$14,434
Emerald,1.33,D,VVS1,,68,64,Excellent,Very Good,7.05X5.50X3.74,GIA,US$12,170
Emerald,1.24,I,SI1,,68.9,68,Very Good,Good,7.78X5.09X3.51,GIA,US$5,444
Emerald,1.32,I,SI1,,69.9,67,Very Good,Very Good,7.24X5.44X3.81,GIA,US$6,936
Emerald,1.21,E,VVS1,,67.1,69,Excellent,Very Good,7.47X5.03X3.38,GIA,US$10,623
Emerald,1.30,H,VS2,,61.5,61,Excellent,Very Good,7.42X5.27X3.24,GIA,US$8,647
Emerald,1.31,J,IF,,68.3,62,Excellent,Excellent,7.07X5.28X3.61,GIA,US$6,739
Emerald,1.31,I,VS1,,70.7,68,Very Good,Very Good,6.77X5.16X3.65,GIA,US$6,366
Emerald,1.41,E,VVS1,,67.9,64,Excellent,Excellent,7.46X5.44X3.69,GIA,US$16,137
Emerald,1.42,G,SI2,,72.8,62,Good,Good,8.98X4.98X3.63,GIA,US$6,214
Emerald,1.49,E,SI1,,67.8,63,Excellent,Excellent,7.31X5.53X3.75,GIA,US$11,195
Emerald,1.20,D,SI1,,67.7,63,Excellent,Excellent,6.93X5.22X3.54,GIA,US$7,377
Emerald,1.20,H,VVS1,,67.9,65,Excellent,Very Good,7.07X5.28X3.59,GIA,US$7,140
Emerald,1.20,F,IF,,68.5,67,Excellent,Excellent,7.19X4.95X3.39,GIA,US$10,577
Emerald,1.46,E,SI1,,74.9,59,Very Good,Good,7.09X5.49X4.12,GIA,US$8,832
Emerald,1.53,F,VVS1,,70.4,60,Excellent,Excellent,8.23X5.31X3.74,GIA,US$15,351
Emerald,1.55,H,VVS1,,67.2,64,Excellent,Very Good,7.76X5.53X3.72,GIA,US$13,171
Emerald,1.58,K,VS2,,65.2,73,Good,Good,7.45X6.14X4.01,GIA,US$7,683
Emerald,1.52,J,VS2,,67.8,66,Excellent,Very Good,7.42X5.55X3.76,GIA,US$7,743
Emerald,1.52,I,SI1,,63.3,68,Very Good,Very Good,7.88X5.75X3.64,GIA,US$9,611
Emerald,1.51,G,SI1,,65.2,61,Excellent,Excellent,7.63X5.71X3.72,GIA,US$11,870
Emerald,1.51,I,VS1,,65.6,64,Excellent,Excellent,8.28X5.48X3.59,GIA,US$11,440
Emerald,1.51,E,SI1,,67.7,64,Excellent,Excellent,7.41X5.62X3.80,GIA,US$13,660
Emerald,1.50,J,SI2,,69,63,Excellent,Excellent,7.80X5.56X3.83,GIA,US$7,774
Emerald,1.61,G,VS2,,69.4,66,Very Good,Very Good,7.46X5.58X3.87,GIA,US$13,954
Emerald,1.53,F,VS2,,68.1,65,Excellent,Very Good,7.62X5.43X3.70,GIA,US$13,486
Emerald,1.59,G,SI1,,69.6,66,Excellent,Very Good,7.52X5.56X3.87,GIA,US$12,697
Emerald,1.50,G,VS2,,71.1,65,Excellent,Very Good,7.12X5.54X3.94,GIA,US$10,730
Emerald,1.50,M,VS1,,68.3,66,Excellent,Excellent,7.92X5.44X3.72,GIA,US$4,661
Emerald,1.50,F,SI1,,68.8,66,Excellent,Very Good,7.39X5.60X3.85,GIA,US$12,295
Emerald,1.50,J,SI2,,67.4,68,Excellent,Very Good,7.89X5.46X3.68,GIA,US$7,882
Emerald,1.50,I,SI1,,69,72,Very Good,Very Good,7.54X5.79X3.99,GIA,US$8,777
Emerald,1.51,G,VS2,,67.8,68,Excellent,Excellent,7.57X5.72X3.88,GIA,US$13,503
Emerald,1.65,G,SI1,,71.4,71,Very Good,Very Good,7.76X5.52X3.94,GIA,US$13,588
Emerald,1.72,I,VVS1,,68.2,63,Excellent,Excellent,7.76X5.79X3.95,GIA,US$12,893
Emerald,1.74,H,VS1,,66.2,61,Excellent,Excellent,8.39X5.68X3.76,GIA,US$16,932
Emerald,1.70,G,SI1,,69.8,63,Excellent,Excellent,7.76X5.58X3.90,GIA,US$14,636
Emerald,1.70,I,SI1,,68.5,64,Excellent,Excellent,7.53X5.70X3.90,GIA,US$9,626
Emerald,1.71,I,SI2,,68.4,64,Excellent,Excellent,7.97X5.67X3.88,GIA,US$10,438
Emerald,1.70,G,SI2,,68.1,66,Excellent,Excellent,7.85X5.92X4.03,GIA,US$11,666
Emerald,1.70,H,VS2,,69.3,73,Very Good,Very Good,8.19X6.03X4.18,GIA,US$13,848
Emerald,1.80,G,VS2,,68.6,63,Excellent,Very Good,7.81X5.83X4.00,GIA,US$14,610
Emerald,1.90,I,VVS1,,67.6,65,Excellent,Very Good,8.04X5.99X4.05,GIA,US$15,246
Emerald,1.83,E,VVS2,,63.5,62,Very Good,Good,8.86X6.02X3.83,GIA,US$21,922
Emerald,1.83,E,SI1,,66.9,68,Excellent,Excellent,8.00X5.84X3.91,GIA,US$15,791
Emerald,2.02,E,SI1,,61,66,Excellent,Very Good,8.54X6.37X3.88,GIA,US$24,819
Emerald,2.03,K,SI2,,67.5,67,Excellent,Excellent,8.01X6.41X4.33,GIA,US$11,261
Emerald,2.00,G,SI1,,61.8,68,Excellent,Excellent,8.82X6.02X3.72,GIA,US$22,173
Emerald,2.05,H,VVS2,,60.8,67,Excellent,Very Good,8.73X6.42X3.90,GIA,US$23,416
Emerald,2.01,E,SI1,,65.4,64,Excellent,Very Good,8.71X6.05X3.96,GIA,US$27,783
Emerald,2.01,E,VVS1,,67.6,64,Excellent,Excellent,8.74X5.99X4.05,GIA,US$36,048
Emerald,2.01,K,SI2,,68.1,66,Excellent,Very Good,8.10X6.21X4.23,GIA,US$10,658
Emerald,2.04,I,SI1,,70.1,68,Very Good,Very Good,7.97X6.13X4.30,GIA,US$16,154
Emerald,2.06,H,VS1,,60.3,66,Very Good,Very Good,9.84X6.06X3.65,GIA,US$22,185
Emerald,2.07,L,VVS2,,65.6,63,Excellent,Excellent,8.96X6.01X3.94,GIA,US$13,708
Emerald,2.09,H,VS2,,67.5,65,Excellent,Excellent,8.26X6.23X4.20,GIA,US$21,081
Emerald,2.50,M,VVS1,,66.9,64,Excellent,Excellent,8.99X6.51X4.35,GIA,US$14,756
Emerald,2.50,K,VVS1,,63.5,65,Excellent,Excellent,9.99X6.62X4.20,GIA,US$22,444
Emerald,2.52,D,SI1,,67.7,64,Excellent,Very Good,8.94X6.56X4.44,GIA,US$27,716
Emerald,2.80,E,VVS1,,65,68,Excellent,Excellent,9.54X7.06X4.59,GIA,US$56,601
Emerald,2.70,J,VVS1,,65.6,64,Excellent,Very Good,9.45X6.83X4.48,GIA,US$27,600
Emerald,2.69,D,VS1,,67.6,66,Very Good,Very Good,9.12X6.77X4.57,GIA,US$44,058
Emerald,3.00,K,VS1,,65.1,74,Very Good,Very Good,9.34X7.34X4.77,GIA,US$26,107
Emerald,2.91,H,VS1,,62.9,64,Excellent,Excellent,9.78X7.04X4.43,GIA,US$38,463
Emerald,3.05,D,VS2,,65,63,Excellent,Very Good,9.79X6.86X4.46,GIA,US$56,573
Emerald,3.02,H,VS1,,67.7,62,Excellent,Excellent,9.50X6.99X4.73,GIA,US$48,829
Emerald,3.02,K,SI1,,66,66,Good,Good,9.45X7.47X4.93,GIA,US$24,001
Emerald,3.02,H,VS1,,68.5,67,Very Good,Good,9.25X7.11X4.86,GIA,US$43,966
Emerald,3.01,H,VVS2,,65.6,63,Excellent,Excellent,9.78X7.15X4.69,GIA,US$50,121
Emerald,3.01,L,VS1,,60,65,Excellent,Excellent,10.61X7.04X4.23,GIA,US$26,136
Emerald,3.01,F,SI1,,62.8,73,Excellent,Very Good,11.76X6.55X4.11,GIA,US$47,770
Emerald,4.01,G,VS2,,72.4,63,Excellent,Excellent,9.98X7.12X5.16,GIA,US$58,941
Emerald,3.08,H,VVS2,,67.2,69,Very Good,Very Good,9.51X7.03X4.73,GIA,US$47,924
Emerald,5.02,M,VVS2,,66,69,Excellent,Excellent,11.12X8.55X5.64,GIA,US$45,734
Emerald,5.01,G,VVS2,,72.4,64,Good,Good,10.73X8.39X6.07,GIA,US$122,829
Emerald,10.02,J,VS1,,60.2,68,Excellent,Very Good,14.74X11.09X6.68,GIA,US$226,118
Emerald,0.50,G,SI1,,61.9,66,Good,Good,5.51X4.15X2.57,GIA,US$1,228
Emerald,0.42,E,VS2,,69.3,62,Good,Good,5.59X3.45X2.39,GIA,US$927
Emerald,0.46,E,VS2,,57.4,72,Very Good,Very Good,5.82X3.85X2.21,GIA,US$1,281
Emerald,0.62,D,VS1,,66.4,71,Very Good,Good,6.14X4.11X2.73,GIA,US$2,044
Emerald,1.01,F,SI1,,67.1,59,Excellent,Excellent,6.57X4.87X3.27,GIA,US$5,171
Emerald,1.01,H,VS1,,69.9,73,Very Good,Very Good,6.46X4.76X3.33,GIA,US$5,034
Emerald,0.93,F,SI2,,69.8,59,Excellent,Very Good,6.32X4.64X3.24,GIA,US$3,341
Emerald,0.51,I,VS1,,60.8,72,Very Good,Very Good,5.58X4.15X2.52,GIA,US$1,200
Emerald,0.35,F,IF,,50.9,70,Very Good,Very Good,5.29X3.68X1.87,GIA,US$773
Emerald,0.71,E,VS2,,63.2,78,Very Good,Good,6.45X4.38X2.77,GIA,US$3,056
Emerald,0.47,K,IF,,69.9,64,Good,Good,3.68X5.56X2.57,GIA,US$756
Emerald,1.20,I,SI1,,66.6,58,Excellent,Very Good,7.26X5.01X3.34,GIA,US$6,048
Emerald,1.30,F,VS2,,69.9,68,Excellent,Excellent,7.03X5.17X3.61,GIA,US$10,213
Emerald,1.50,F,VS1,,67.7,62,Excellent,Very Good,7.80X5.48X3.71,GIA,US$15,144
Emerald,1.52,F,VS1,,70.2,65,Very Good,Very Good,8.04X5.33X3.75,GIA,US$15,662
Emerald,1.51,H,VS2,,67.6,64,Excellent,Very Good,8.09X5.28X3.57,GIA,US$12,503
Emerald,1.35,E,SI1,,65.3,58,Good,Good,7.35X5.72X3.74,GIA,US$8,640
Emerald,1.70,H,VS1,,67.7,64,Excellent,Excellent,7.93X5.89X3.99,GIA,US$15,409
Emerald,1.70,G,VS2,,64.7,73,Very Good,Good,8.27X5.86X3.79,GIA,US$15,980
Emerald,2.00,H,SI2,,67.7,68,Excellent,Very Good,8.83X6.09X4.12,GIA,US$18,064
Emerald,2.03,I,VS1,,63.9,65,Very Good,Very Good,8.63X6.31X4.03,GIA,US$18,108
Emerald,2.02,F,SI1,,66.7,71,Excellent,Very Good,8.62X5.98X3.99,GIA,US$23,933
Emerald,2.01,H,VS2,,65.8,63,Excellent,Very Good,8.69X6.13X4.03,GIA,US$22,383
Emerald,2.04,H,VS2,,67.8,63,Excellent,Very Good,8.60X5.89X4.00,GIA,US$21,689
Emerald,3.01,H,VS1,,65.4,64,Excellent,Very Good,9.59X6.83X4.47,GIA,US$47,829
Emerald,2.88,D,VVS2,,57.5,64,Very Good,Good,9.89X7.59X4.36,GIA,US$48,384
Emerald,0.96,H,VS2,,56.4,57,Excellent,Very Good,6.14X7.09X4.00,GIA,US$4,451
Emerald,0.80,D,SI1,,53.9,60,Excellent,Excellent,5.99X6.48X3.49,GIA,US$3,044
Emerald,0.80,E,SI1,,52,61,Very Good,Very Good,6.37X6.44X3.35,GIA,US$3,095
Emerald,1.01,H,VS2,,52,59,Excellent,Very Good,6.82X7.01X3.64,GIA,US$5,498
Heart,1.01,H,SI1,,50.1,60,Excellent,Very Good,6.67X7.12X3.57,GIA,US$4,790
Heart,1.01,H,SI1,,57.8,60,Excellent,Excellent,6.41X6.78X3.92,GIA,US$4,790
Heart,1.01,I,VS2,,51.8,62,Excellent,Very Good,6.26X7.40X3.83,GIA,US$4,709
Heart,1.02,I,SI2,,57.8,58,Excellent,Very Good,6.07X7.09X4.1,GIA,US$4,488
Heart,1.20,F,SI1,,54.2,60,Excellent,Very Good,6.95X7.44X4.03,GIA,US$7,703
Heart,1.03,K,VS2,,57.5,57,Excellent,Very Good,6.05X7.09X4.08,GIA,US$3,014
Heart,1.03,D,SI2,,56.9,56,Very Good,Very Good,6.99X6.05X3.98,IGI,US$4,285
Heart,0.76,H,SI1,,56.3,59,Very Good,Very Good,6.4X5.42X3.61,GIA,US$2,645
Heart,1.17,D,VS2,,57,59,Excellent,Very Good,6.42X7.38X4.21,GIA,US$8,845
Heart,0.90,I,SI2,,59.3,60,Excellent,Very Good,5.71X6.55X3.89,GIA,US$3,636
Heart,1.00,D,SI1,,57.7,56,Excellent,Very Good,6.18X6.99X4.03,GIA,US$5,746
Heart,1.00,F,VS2,,56,57,Very Good,Very Good,6.21X6.91X3.87,GIA,US$6,202
Heart,1.00,F,SI1,,55.9,58,Excellent,Very Good,6.18X7.10X3.97,GIA,US$5,381
